Verdict,Scope,Enclosure,ActorType,Actor,ContainingLevelInstance,InheritedRuntimeLayer,OtherOwnRuntimeLayers,LevelInstanceChain,OutlinerPath,SoftObjectPath,GUID
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_JambKit_Column_B_4M_A4,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_JambKit_Column_B_4M_A4,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_FC3497104B5C74A702_1600749314,D9DCD3E5-427E-507A-AFD2-B88C8D2AA6E3
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_JambKit_Column_Base_C,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_JambKit_Column_Base_C,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91126AC02_1718181822,CFB35043-4FF7-D4DE-8E79-77BF7897CBC2
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_JambKit_Column_Base_C3,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_JambKit_Column_Base_C3,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91128AC02_1156343176,9A837D01-4F07-C417-01BE-AB8936DDBF2F
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_JambKit_Column_Base_C4,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_JambKit_Column_Base_C4,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91128AC02_1276434177,71C69CFD-438B-058F-2A0F-A1AAAEB5C0BB
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_JambKit_Column_Base_C5,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_JambKit_Column_Base_C5,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91130AC02_1533565581,0139DC7E-42C3-52A9-36D8-8288B019A6CC
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_Tower_Roof_StoneTrim_B,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_Tower_Roof_StoneTrim_B,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91132AB02_1415465879,5C643845-4EAA-B191-0191-D491082EFBD8
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimBase_Dormer_A,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimBase_Dormer_A,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91120B902_1922869494,1EA9D5D2-419E-6ABD-3166-0497613DE257
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimBase_Dormer_A2,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimBase_Dormer_A2,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91120B902_2138756495,E6FFC981-4DC3-25B2-7C14-55BE523DBA28
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimBase_Dormer_A3,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimBase_Dormer_A3,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91121B902_1085249672,3382D648-4485-418D-FAA1-509020A5A2EB
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F4BB02_1669881915,3EB3FAC6-4FF7-2E67-6D0F-15856885D8D4
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A10,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A10,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1429808100,FB813FD6-4F31-F947-98B5-92AE0FEAED69
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A11,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A11,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1798977101,7FB0BDF0-4301-B6E9-0135-879C514BFDF5
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A12,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A12,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1952086102,B4B4F63D-4816-9875-DF52-E29D33938286
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A13,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A13,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_2077295103,D7D20CEA-4613-73D5-B423-8291F6636A85
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A14,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A14,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1074826280,F48A07D4-44BD-B75F-5EC7-C6940450399E
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A15,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A15,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1103014281,526F833A-4D5D-A046-9D10-C2B7891B972A
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A16,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A16,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1152842282,C893067F-4D33-3F5D-EA0C-DC8096E10EAF
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A17,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A17,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1198378283,895F95BF-4E6B-57AC-A4AD-5AAF1D508958
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A18,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A18,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1252145284,22F05E25-4208-2153-711A-D18B30F476CA
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A19,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A19,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1252148285,FC09A642-40E4-8CBF-637B-46AA61F1A5A0
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A2,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A2,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1231259092,CBF3F1CE-4D64-7C85-C5B4-EC9CE493B32A
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A20,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A20,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1252151286,0711B78A-4AA8-90EF-C599-6EA31C595B93
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A21,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A21,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1301107288,129FAD0D-4785-18A5-B4F7-DBBFED0A6E62
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A22,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A22,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1365303289,A8012B16-44BB-4E5D-3344-0BAE9D7AD59C
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A23,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A23,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1382674290,C8F9B5F4-4827-0AED-3E8A-75AA8543B553
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A24,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A24,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1410130291,A226B60E-4370-F83E-E0AE-65927A180B76
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A25,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A25,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1437473292,ECBCFA53-4EFB-4C67-288C-7DBA786E2CFD
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A26,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A26,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613146294,81172A43-441C-9376-C621-8D9B5EAD860D
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A27,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A27,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613149295,DB19A5C4-4457-0669-005E-E293CBD9D065
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A28,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A28,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613151296,95B9ECD8-40CC-1C9D-525A-09A36569A4E1
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A29,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A29,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613151297,F56B2F2A-4EDE-E1EE-78A9-A0BC73EA17A6
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A3,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A3,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1265516093,832357A9-4B89-32AB-E5FC-3E92FEDC5BA6
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A30,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A30,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613152298,EBF90710-4F81-627F-F1C3-02A77F6F698A
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A31,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A31,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613153299,12850AB2-4EF9-CDFA-9064-328E46B8E882
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A32,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A32,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613154300,8B41F767-48C3-BC72-BB42-52A6F1A12AB5
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A33,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A33,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613156301,B4DC96EA-4775-D1DC-5CAA-7F9D9181348D
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A34,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A34,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613157302,98497494-4B7A-E0B7-C9D1-26AED58C8AFA
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A35,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A35,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613157303,CDF31B46-49EE-4CCF-9A5B-38830657F86B
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A36,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A36,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613159304,B0A74C16-43AE-D5DA-EC8A-68A74086CA4B
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A37,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A37,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F6BB02_1613159305,7C473652-4F41-7207-D550-39A8F82472A0
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A38,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A38,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91113BC02_1362205410,442FADF6-428F-9F74-F977-D794D0D868A3
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A39,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A39,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED91113BC02_1798956411,FD5C955C-42BB-4D33-0A4C-378C60D0FE31
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A4,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A4,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1289978094,973983A0-4BCC-28A1-64BA-1FA013C3DDA7
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A5,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A5,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1346451095,4F7FA895-47AD-FFAB-87DB-FCBEBB9B8FEF
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A6,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A6,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1346454096,895C746B-4895-20CC-15A7-91A54A9C00D2
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A7,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A7,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1346457097,E401A526-4F0F-CC91-5A95-C5BE686C69C2
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A8,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A8,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1383198098,5B2BB34A-445C-D261-CC50-A0AC8FC6F7AC
RuleMismatch,Hogwarts,EXT,StaticMeshActor,SM_HW_EH_TrimSection_A9,LI_EntranceHall_EXT,DL_HW_EXT,,LI_Hogwarts > LI_EntranceHall_EXT,LV_Overland/Hogwarts/LI_Hogwarts/LevelInstances/EntranceHall/LI_EntranceHall_EXT/SM_HW_EH_TrimSection_A9,/Game/Levels/Overland/Hogwarts/EntranceHall/LI_EntranceHall_EXT.LI_EntranceHall_EXT:PersistentLevel.StaticMeshActor_UAID_50EBF67ED911F5BB02_1407430099,34BC93AD-45F2-FF96-ED17-8F86999FCCCD
